Symbol,Date,Total_Revenue,Gross_Profit,Operating_Income,Net_Income,EPS,Cost_of_Revenue,R&D_Expenses,SG&A_Expenses,Tax_Provision,Operating_Expenses,Market_Price,Industry,Discount_Rate
MMM,2023-12-31,0.05042391513982642,0.11404456412412392,0.1328669496410418,0.12862061650429985,,,,,0.15191759692557055,,,5,10.0
MMM,2022-12-31,0.05281234329797493,0.11826469195195546,0.21965885867002044,0.23282909874186125,,,,,0.23826828056782828,,,5,10.0
MMM,2021-12-31,0.054549662487945995,0.12658254793543683,0.24116360111093643,0.23400401429480588,,,,,0.25586259182766463,,,5,10.0
MMM,2020-12-31,0.049657087753134044,0.12136193583064142,0.23725305245506473,0.23015290220459847,,,,,0.2572220334108912,,,5,10.0
AOS,2023-12-31,0.0059445323047251685,0.04635648106264202,0.1978554210553896,0.1902351462933046,,,,,0.22689341455125353,,,5,10.0
AOS,2022-12-31,0.005791938283510125,0.045530549361659095,0.19720890321228318,0.18761687962011062,,,,,0.22195498156910928,,,5,10.0
AOS,2021-12-31,0.005460212150433944,0.04543103310645046,0.1968866268406435,0.18966808635629312,,,,,0.22588951922825545,,,5,10.0
AOS,2020-12-31,0.004467193828351012,0.04435231947378784,0.1958280930671278,0.18850785724776029,,,,,0.22485686648715064,,,5,10.0
ABT,2023-12-31,0.06188466730954677,0.15624584240243947,0.23532725462453494,0.232388505409507,,,,,0.24686936289247338,,,4,8.0
ABT,2022-12-31,0.06735274831243973,0.16889558243617922,0.24766808153854217,0.24226105970855566,,,,,0.2581631852762019,,,4,8.0
ABT,2021-12-31,0.0664609450337512,0.16903926900787083,0.2480807525022271,0.24338702044679425,,,,,0.252071841259052,,,4,8.0
ABT,2020-12-31,0.05339710703953713,0.14278720018732471,0.2279843316040455,0.22236908666634028,,,,,0.23526182322030795,,,4,8.0
ABBV,2023-12-31,0.08380790742526519,0.21887722248535196,0.27645679400513545,0.22537164863497655,,,,,0.2582677577056809,,,4,8.0
ABBV,2022-12-31,0.08957222757955641,0.25472968298484905,0.3115665775821412,0.2822653024591635,,,,,0.2649342500849651,,,4,8.0
ABBV,2021-12-31,0.08670703953712633,0.24467694469131335,0.3103023633600587,0.2798665165385682,,,,,0.2599147734699746,,,4,8.0
ABBV,2020-12-31,0.07067155255544841,0.200325689562501,0.2673256301420112,0.22335634209624514,,,,,0.19026953543698202,,,4,8.0
ACN,2024-08-31,0.10012954908389585,0.15107481280832744,0.25575018995964993,0.2449681548930337,,,,,0.28187827769208645,,,6,9.0
ACN,2023-08-31,0.09891879652844744,0.1487826926863535,0.25060190352669914,0.2417597379285586,,,,,0.2781051998640558,,,6,9.0
ACN,2022-08-31,0.0950346075216972,0.14330095418527053,0.25425235156945974,0.2418055269985803,,,,,0.27997194844579226,,,6,9.0
ACN,2021-08-31,0.07796858476374156,0.12554017104023757,0.24281775009170467,0.23388822799889034,,,,,0.2685569266162976,,,6,9.0
AYI,2024-08-31,0.005926325940212151,0.04793650117876206,0.1965184981397055,0.18914182209820335,,,,,0.22556273038613367,,,5,10.0
AYI,2023-08-31,0.006097897782063645,0.04757196302465555,0.1961713305035896,0.18851683229712307,,,,,0.2249013097696792,,,5,10.0
AYI,2022-08-31,0.00618106075216972,0.04735643316711813,0.19623290363150447,0.18882687945692792,,,,,0.22514182635748084,,,5,10.0
AYI,2021-08-31,0.005340019286403086,0.04630432815884284,0.19571673741026044,0.18819291460648485,,,,,0.22461896421008598,,,5,10.0
ADBE,2023-11-30,0.029946383799421408,0.12921680174978314,0.23645391185872244,0.2299815603531274,,,,,0.25811089906146245,,,6,9.0
ADBE,2022-11-30,0.02716451301832208,0.12062753779755095,0.2328381281769114,0.22449862110605243,,,,,0.2549998692844631,,,6,9.0
ADBE,2021-11-30,0.02435486981677917,0.11253319425892319,0.2308992296808678,0.22503712406781873,,,,,0.24535306266502835,,,6,9.0
ADBE,2020-11-30,0.019854194792671167,0.09777072944882895,0.22064795891631295,0.22861082554135864,,,,,0.1939295704687459,,,6,9.0
AAP,2023-12-31,0.017415787078109934,0.06252761709125161,0.1936434064350469,0.1859363832182895,,,,,0.22232391310031108,,,0,8.5
AAP,2022-12-31,0.01721075718418515,0.06470278166559346,0.1972845792066237,0.18948289029226023,,,,,0.22592768816501527,,,0,8.5
AAP,2021-12-31,0.016968931918997107,0.06465869117498363,0.19828096342294188,0.19056163411171487,,,,,0.22712812736921908,,,0,8.5
AAP,2020-12-31,0.01559316644165863,0.06230470067958427,0.19780633941204215,0.1897163965992722,,,,,0.2263991529633212,,,0,8.5
AMD,2023-12-31,0.03499324975891996,0.0941200261828864,0.19552088246082902,0.19266167327556663,,,,,0.21322318370761548,,,6,9.0
AMD,2022-12-31,0.03641427193828351,0.09488103284036423,0.20117381963003722,0.196463830551068,,,,,0.21907923975843765,,,6,9.0
AMD,2021-12-31,0.02535621986499518,0.0806507405180167,0.21678981292249647,0.2114929586658181,,,,,0.23568011293822383,,,6,9.0
AMD,2020-12-31,0.015063452266152362,0.06158832200692888,0.20186160456951213,0.20601001941874314,,,,,0.19063553894015842,,,6,9.0
AES,2023-12-31,0.019545612343297974,0.051780383057756674,0.2076258973955877,0.1877253961260423,,,,,0.22909204988104884,,,10,10.0
AES,2022-12-31,0.01946692381870781,0.05201453895236524,0.20822852800922287,0.18123888317749381,,,,,0.22919662231052781,,,10,10.0
AES,2021-12-31,0.017189585342333655,0.05288198010739241,0.2095647958916313,0.1823566847799481,,,,,0.2187916655773705,,,10,10.0
AES,2020-12-31,0.014904532304725169,0.05278618905959799,0.20945344023476392,0.18606909156182175,,,,,0.22791561004941047,,,10,10.0
AMG,2023-12-31,0.0031750048216007713,0.044576364091129216,0.19768118220405598,0.19118405378502307,,,,,0.22711301665315936,,,3,11.0
AMG,2022-12-31,0.003594368370298939,0.04515004603292019,0.19816852696116963,0.19504332501101482,,,,,0.23163577422812473,,,3,11.0
AMG,2021-12-31,0.0037221215043394405,0.04572053493978468,0.19922116543520413,0.19030939442894207,,,,,0.22883061880735142,,,3,11.0
AMG,2020-12-31,0.003128254580520733,0.04454177287942568,0.1972357595765865,0.1873435485713353,,,,,0.22439674779744317,,,3,11.0
AFL,2023-12-31,0.02907000964320154,0.09450627025417868,0.2208951686832046,0.22370718493497166,,,,,0.2380329926015006,,,3,11.0
AFL,2022-12-31,0.02954831243972999,0.09450627025417868,0.2208951686832046,0.2217408332109463,,,,,0.23405924028129982,,,3,11.0
AFL,2021-12-31,0.033243587270973964,0.09450627025417868,0.2208951686832046,0.22021507481927513,,,,,0.2478105147577841,,,3,11.0
AFL,2020-12-31,0.034346769527483126,0.09450627025417868,0.2208951686832046,0.22467812209330784,,,,,0.2060861153956759,,,3,11.0
A,2024-10-31,0.010044358727097396,0.057267081406425446,0.20264109416758372,0.19621089734175354,,,,,0.22833389976732632,,,4,8.0
A,2023-10-31,0.010542719382835101,0.05689456066500274,0.20173714824713096,0.195811099688321,,,,,0.22485686648715064,,,4,8.0
A,2022-10-31,0.010565863066538091,0.05826224395851183,0.20349263742598125,0.19592532758930173,,,,,0.2288044756999817,,,4,8.0
A,2021-10-31,0.009749662487945999,0.056585900622109636,0.20171749724886026,0.19556632561479087,,,,,0.22619016496300748,,,4,8.0
APD,2024-09-30,0.01867016393442623,0.059379274010292214,0.2122013048262852,0.2169285749253439,,,,,0.24697132101121538,,,7,9.0
APD,2023-09-30,0.01944069431051109,0.05850172157799786,0.21083687051302208,0.20446141544687585,,,,,0.23667877963974795,,,7,9.0
APD,2022-09-30,0.019592825458052073,0.05633631172535642,0.20869687680134152,0.20410159755878654,,,,,0.23536116702831297,,,7,9.0
APD,2021-09-30,0.0159274831243973,0.05514850273270572,0.2077490436514175,0.20282061324064554,,,,,0.23436772894826277,,,7,9.0
AKAM,2023-12-31,0.005881458052073288,0.05069931190097334,0.19750182099250643,0.1901619506861833,,,,,0.22504961961778774,,,6,9.0
AKAM,2022-12-31,0.00558017974927676,0.05033731753135826,0.19755174762877956,0.1899664822701979,,,,,0.225580925988863,,,6,9.0
AKAM,2021-12-31,0.005340363355834137,0.050121425796529166,0.19818164072734895,0.1910106068765196,,,,,0.2239044992287783,,,6,9.0
AKAM,2020-12-31,0.004934463259402121,0.04944668429931509,0.1974903972121784,0.1902388505409507,,,,,0.22346924263417947,,,6,9.0
ALK,2022-12-31,0.014882931533269046,0.047299490710929225,0.19715191531729812,0.1861670011912338,,,,,0.22281770411231078,,,5,10.0
ALK,2021-12-31,0.009529026036644166,0.0456603994486693,0.1973091233034638,0.18959383822065565,,,,,0.22621630807037724,,,5,10.0
ALK,2020-12-31,0.005502025072324011,0.03625158986530714,0.18685479222344495,0.17489107553727906,,,,,0.20877885545475933,,,5,10.0
ALK,2019-12-31,0.01354831243972999,0.04898647749708635,0.2001454173872033,0.19196814673389792,,,,,0.22872604637787244,,,5,10.0
ALB,2023-12-31,0.014838500289296046,0.044765865392290945,0.19407778520148825,0.1985319756531388,,,,,0.23351747666727665,,,7,9.0
ALB,2022-12-31,0.011294278109932497,0.0548168900904161,0.20912894330031967,0.20764034529462638,,,,,0.23247988287887897,,,7,9.0
ALB,2021-12-31,0.005134745612343298,0.0437657110622695,0.19618549887334277,0.18670282795646284,,,,,0.22303850879715562,,,7,9.0
ALB,2020-12-31,0.0048276320154291225,0.043749117924101556,0.19620743593774564,0.1887596808146081,,,,,0.2236915374761444,,,7,9.0
ARE,2023-12-31,0.004452380327868852,0.04923936054153872,0.19770012576638893,0.1865393759892952,,,,,0.24273910058299436,,,8,9.5
ARE,2022-12-31,0.003994541176470588,0.048064802643832914,0.19699722920924384,0.18995006608899984,,,,,0.24273910058299436,,,8,9.5
ARE,2021-12-31,0.003261947926711668,0.046387320458306944,0.19628774956767805,0.19035465315513778,,,,,0.24273910058299436,,,8,9.5
ARE,2020-12-31,0.0029093724204435874,0.045667919045921164,0.19632636377928,0.19198413048089943,,,,,0.24273910058299436,,,8,9.5
ALGN,2023-12-31,0.005959128254580521,0.05285996413157432,0.19719550123146257,0.18932501917396907,,,,,0.22739669551122843,,,4,8.0
ALGN,2022-12-31,0.005762214079074252,0.05247100990372999,0.19717843106429808,0.18864389451869257,,,,,0.228477268568142,,,4,8.0
ALGN,2021-12-31,0.006098490260366442,0.054075935692276575,0.19928994392915161,0.19199278732396663,,,,,0.22855358029855427,,,4,8.0
ALGN,2020-12-31,0.0038139880424300867,0.047838235528899625,0.1954302979091338,0.20018348264551816,,,,,0.1857483725915662,,,4,8.0
ALLE,2023-12-31,0.005632864030858245,0.04687109185829311,0.1975835822459781,0.19010296829359832,,,,,0.22427126088206842,,,5,10.0
ALLE,2022-12-31,0.0050482545805207325,0.04549223294254134,0.19673531415395903,0.1894306555049689,,,,,0.22373794149172568,,,5,10.0
ALLE,2021-12-31,0.0044241465766634526,0.04486693026943893,0.196367185453021,0.18963463389957733,,,,,0.22333272332749468,,,5,10.0
ALLE,2020-12-31,0.004196567020250723,0.04472803325013703,0.19645168474558508,0.18825818769275957,,,,,0.22359938302266605,,,5,10.0
LNT,2023-12-31,0.006213307618129219,0.047682654902106866,0.199071162815071,0.19142964377213165,,,,,0.22237327128702516,,,10,10.0
LNT,2022-12-31,0.00648794599807136,0.047549611780170184,0.19897290782371746,0.19129093846379788,,,,,0.2228438472196805,,,10,10.0
LNT,2021-12-31,0.0056609450337512055,0.04673538787391769,0.19810171356704923,0.19119302883438585,,,,,0.22033410891218527,,,10,10.0
LNT,2020-12-31,0.005270588235294118,0.04624046746031323,0.19774144526541948,0.19078507204516895,,,,,0.22077854173747088,,,10,10.0
ALL,2023-12-31,0.08809103182256509,0.09450627025417868,0.2208951686832046,0.18415985378828673,,,,,0.21873937936263102,,,3,11.0
ALL,2022-12-31,0.07932266152362584,0.09450627025417868,0.2208951686832046,0.1751766452897309,,,,,0.2095108624611121,,,3,11.0
ALL,2021-12-31,0.07807290260366441,0.09450627025417868,0.2208951686832046,0.1988626164716633,,,,,0.25604559357925283,,,3,11.0
ALL,2020-12-31,0.06466190935390549,0.09450627025417868,0.2208951686832046,0.23118911244920937,,,,,0.2581631852762019,,,3,11.0
GOOGL,2023-12-31,0.4742819672131148,0.9647648595862891,0.7450413981030236,0.7877971965209445,,,,,0.53394682491961,,,6,9.0
GOOGL,2022-12-31,0.43639112825458054,0.8720125166969118,0.6831342032175235,0.675013462574044,,,,,0.5191498261483359,,,6,9.0
GOOGL,2021-12-31,0.3975112825458052,0.8191411800392743,0.7084970916522559,0.8060573424062922,,,,,0.6065985203001228,,,6,9.0
GOOGL,2020-12-31,0.281623143683703,0.5588928683564917,0.46292511659592306,0.514254010215238,,,,,0.4265247967373402,,,6,9.0
GOOG,2023-12-31,0.4742819672131148,0.9647648595862891,0.7450413981030236,0.7877971965209445,,,,,0.53394682491961,,,6,9.0
GOOG,2022-12-31,0.43639112825458054,0.8720125166969118,0.6831342032175235,0.675013462574044,,,,,0.5191498261483359,,,6,9.0
GOOG,2021-12-31,0.3975112825458052,0.8191411800392743,0.7084970916522559,0.8060573424062922,,,,,0.6065985203001228,,,6,9.0
GOOG,2020-12-31,0.281623143683703,0.5588928683564917,0.46292511659592306,0.514254010215238,,,,,0.4265247967373402,,,6,9.0
MO,2023-12-31,0.0316327868852459,0.1144703021143213,0.26853089136928154,0.2520275452424079,,,,,0.2954171132780842,,,1,9.0
MO,2022-12-31,0.03191976856316297,0.11426807656897753,0.2709676151548499,0.23272302997666486,,,,,0.2647512483333769,,,1,9.0
MO,2021-12-31,0.03257242044358727,0.11291635845010084,0.2686160456951213,0.20588763238197808,,,,,0.2575357506993281,,,1,9.0
MO,2020-12-31,0.03215583413693346,0.10775960704383505,0.2641159670911282,0.22214063086437882,,,,,0.2859533084102376,,,1,9.0
AMZN,2023-12-31,0.8868428158148506,0.5376591860953972,0.43428706178273857,0.4339354775542174,,,,,0.408407623330109,,,0,8.5
AMZN,2022-12-31,0.7930306653809065,0.39841625467646574,0.2731226746318713,0.16348460371077495,,,,,0.13816632244908628,,,0,8.5
AMZN,2021-12-31,0.7248941176470588,0.3913649692138216,0.3558599276843264,0.457915177624386,,,,,0.34752032626597995,,,0,8.5
AMZN,2020-12-31,0.5956628736740598,0.31252361515414373,0.3428902688256563,0.35973629673145013,,,,,0.2971164152571174,,,0,8.5
AEE,2023-12-31,0.011571841851494697,0.056905204114757676,0.2050319656238537,0.19509309573929928,,,,,0.22705288750620897,,,10,10.0
AEE,2022-12-31,0.01227695274831244,0.05624531022995173,0.20402321437929047,0.19445668314812092,,,,,0.22686988575462078,,,10,10.0
AEE,2021-12-31,0.009865380906460944,0.054372063073083246,0.20251663784520255,0.19377131574223655,,,,,0.22637316671459567,,,10,10.0
AEE,2020-12-31,0.008939633558341369,0.0536642736643801,0.20140963160928577,0.19280037858390037,,,,,0.2263208804998562,,,10,10.0
AAL,2023-12-31,0.08144725168756027,0.10130435476746724,0.21912828171671123,0.19240058093046783,,,,,0.23008548796109904,,,5,10.0
AAL,2022-12-31,0.0755579556412729,0.08654721168225045,0.20468479798773778,0.18672998156035311,,,,,0.22381114219236095,,,5,10.0
AAL,2021-12-31,0.0461053037608486,0.03859847053627021,0.15971676361159148,0.16943261369755713,,,,,0.2077592742673394,,,5,10.0
AAL,2020-12-31,0.02674946962391514,0.0,0.12032961274432742,0.11319984987190156,,,,,0.15513319913204882,,,5,10.0
AEP,2023-12-31,0.029288023143683704,0.0976733418835713,0.21735641670596867,0.20370995904113834,,,,,0.2236961125199341,,,10,10.0
AEP,2022-12-31,0.03030202507232401,0.09854876562591466,0.21764463134727244,0.2045185293973662,,,,,0.2224098716373428,,,10,10.0
AEP,2021-12-31,0.02590858244937319,0.09275713244176703,0.21531533301891737,0.2059945170607529,,,,,0.22528822775875137,,,10,10.0
AEP,2020-12-31,0.023017936354869817,0.08921552453581255,0.21246462820311274,0.20364468595486365,,,,,0.22332749470602073,,,10,10.0
AXP,2023-12-31,0.09313481195756991,0.09450627025417868,0.2208951686832046,0.25401837437378627,,,,,0.2781888055214243,,,3,11.0
AXP,2022-12-31,0.08109546769527483,0.09450627025417868,0.2208951686832046,0.24700151759925587,,,,,0.27641107422028177,,,3,11.0
AXP,2021-12-31,0.06657203471552556,0.09450627025417868,0.2208951686832046,0.2514564057375043,,,,,0.2909989281325978,,,3,11.0
AXP,2020-12-31,0.05591359691417551,0.09450627025417868,0.2208951686832046,0.21127266199964098,,,,,0.2526208465138166,,,3,11.0
AIG,2023-12-31,0.07290414657666346,0.09450627025417868,0.2208951686832046,0.21541750297808454,,,,,0.22174583671015136,,,3,11.0
AIG,2022-12-31,0.08450221793635487,0.09450627025417868,0.2208951686832046,0.2691372529821641,,,,,0.30135159865101563,,,3,11.0
AIG,2021-12-31,0.0801681774349084,0.09450627025417868,0.2208951686832046,0.2702795319919714,,,,,0.2860840239470863,,,3,11.0
AIG,2020-12-31,0.06763972999035679,0.09450627025417868,0.2208951686832046,0.1371958682136388,,,,,0.1840997620977229,,,3,11.0
AMT,2023-12-31,0.017194522661523624,0.08040913420857967,0.21763153068175864,0.19779621742465037,,,,,0.2262999660139604,,,8,9.5
AMT,2022-12-31,0.016526287367405978,0.07808726564454072,0.21278493947492533,0.20010117328372576,,,,,0.22289613343442,,,8,9.5
AMT,2021-12-31,0.014436875602700096,0.07397676534918497,0.21469632657338994,0.20664398426918618,,,,,0.22911296436694464,,,8,9.5
AMT,2020-12-31,0.012407328833172613,0.06939688891963663,0.2133810197558036,0.19948760627274356,,,,,0.22565684557266474,,,8,9.5
AWK,2023-12-31,0.006532690453230472,0.05183360030653135,0.2027458994916942,0.19339599549615702,,,,,0.22885676191472115,,,10,10.0
AWK,2022-12-31,0.0058507232401157185,0.050178543869639027,0.20123277262484934,0.19238426265889916,,,,,0.22718360304305768,,,10,10.0
AWK,2021-12-31,0.00606364513018322,0.04991245762576566,0.20072839700256773,0.19599875981136075,,,,,0.2321246503359389,,,10,10.0
AWK,2020-12-31,0.005827579556412729,0.049923101075520594,0.20106901430592675,0.19147859858683766,,,,,0.2278894669420407,,,10,10.0
AMP,2023-12-31,0.023969141755062682,0.09450627025417868,0.2208951686832046,0.20654852238050944,,,,,0.23999372565423124,,,3,11.0
AMP,2022-12-31,0.02199884281581485,0.09450627025417868,0.2208951686832046,0.2113868899006217,,,,,0.2427126088206844,,,3,11.0
AMP,2021-12-31,0.02063953712632594,0.09450627025417868,0.2208951686832046,0.2135735382908242,,,,,0.242346605317508,,,3,11.0
AMP,2020-12-31,0.018359112825458053,0.09450627025417868,0.2208951686832046,0.19820988560891628,,,,,0.23003320174635955,,,3,11.0
AME,2023-12-31,0.010178514946962392,0.05114425067452863,0.20407862364408114,0.1964082505181051,,,,,0.2299344853729314,,,5,10.0
AME,2022-12-31,0.00948972806171649,0.04987131537073796,0.20272423099093434,0.19515463194138474,,,,,0.22930511620611224,,,5,10.0
AME,2021-12-31,0.008557784378013501,0.04863318946937081,0.20146642299428813,0.19377174817643314,,,,,0.22836310161825832,,,5,10.0
AME,2020-12-31,0.007004866345226615,0.04666894081709763,0.19962718126080806,0.19281211958029404,,,,,0.22775535280123393,,,5,10.0
AMGN,2023-12-31,0.0434946962391514,0.14350031132090532,0.24462217680658177,0.24049868637913868,,,,,0.25201955504431256,,,4,8.0
AMGN,2022-12-31,0.04061407907425265,0.1444475783490945,0.25555468217785465,0.23915242897472297,,,,,0.2430263261091213,,,4,8.0
AMGN,2021-12-31,0.04008331726133076,0.14236146219712734,0.25279044175444115,0.23377555849284443,,,,,0.2433923296122977,,,4,8.0
AMGN,2020-12-31,0.039227000964320156,0.14097781372898582,0.25275769009065663,0.24496173365317142,,,,,0.24498705916185196,,,4,8.0
APH,2023-12-31,0.01937080038572806,0.060189240536642735,0.20988707226327097,0.20142458510794534,,,,,0.23558338344095578,,,6,9.0
APH,2022-12-31,0.019476181292189008,0.05989175611599232,0.20997288162238642,0.20121489531828787,,,,,0.23666309377532613,,,6,9.0
APH,2021-12-31,0.016781176470588237,0.056558227652746804,0.20714444793795525,0.19867332452146666,,,,,0.23296384408250762,,,6,9.0
APH,2020-12-31,0.013267348119575698,0.05263239121063919,0.2037015930409265,0.19551247531861424,,,,,0.23045933439648636,,,6,9.0
ADI,2024-10-31,0.014545275988428159,0.06709281088186303,0.20645375465073626,0.19903618576720353,,,,,0.22598277169224332,,,6,9.0
ADI,2023-10-31,0.01898636682738669,0.08037517096041169,0.2189895587695855,0.21273787144465656,,,,,0.22993971399440535,,,6,9.0
ADI,2022-10-31,0.018536475216972034,0.07854053823925411,0.21616890033013678,0.2081196537262773,,,,,0.23142370134114137,,,6,9.0
ADI,2021-10-31,0.011291473095467696,0.06253565289581658,0.20453189357019338,0.19703841321127263,,,,,0.22065545998797415,,,6,9.0
ANSS,2023-12-31,0.003502332111861138,0.04909105471265346,0.19699559162605462,0.1897767007718542,,,,,0.22466670152414314,,,6,9.0
ANSS,2022-12-31,0.003186967020250723,0.0481132463053925,0.19677630613635172,0.18996679231735772,,,,,0.22361781391336172,,,6,9.0
ANSS,2021-12-31,0.002941893924783028,0.04722887674353011,0.19625629486977939,0.18940313473996834,,,,,0.2238562913387885,,,6,9.0
ANSS,2020-12-31,0.002594093731918997,0.04620339100309192,0.19614549599119635,0.18923391426380115,,,,,0.22383827873781076,,,6,9.0
